order_item_id,order_id,product_id,quantity,unit_price,line_total
94,45,881,1,36.83,36.83
95,46,710,2,53.51,107.02
96,47,916,1,41.56,41.56
97,47,535,1,46.64,46.64
98,48,849,2,18.74,37.48
99,48,916,2,41.56,83.12
100,48,801,1,40.17,40.17
101,49,359,3,32.3,96.9
102,50,565,1,46.58,46.58
103,50,1000,1,26.08,26.08
104,50,471,1,29.04,29.04
105,50,47,3,50.27,150.81
106,51,102,1,29.17,29.17
107,51,15,1,35.02,35.02
108,52,844,2,21.28,42.56
109,52,567,1,19.02,19.02
110,52,228,1,22.08,22.08
111,53,505,1,16.24,16.24
112,53,683,2,48.94,97.88
113,53,813,1,59.04,59.04
114,53,863,2,37.35,74.7
115,53,646,2,52.35,104.7
116,54,269,1,48.87,48.87
117,54,135,3,52.72,158.16
118,55,166,3,55.99,167.97
119,56,300,1,47.02,47.02
120,56,260,3,45.21,135.63
121,56,158,2,17.24,34.48
122,57,647,3,27.88,83.64
123,57,881,1,36.83,36.83
124,57,189,1,22.16,22.16
125,57,183,2,16.85,33.7
126,57,752,1,22.14,22.14
127,58,922,2,54.12,108.24
128,58,399,1,13.71,13.71
129,58,249,2,52.26,104.52
130,59,57,1,56.13,56.13
131,60,7,1,33.34,33.34
132,60,498,2,25.55,51.1
133,60,686,3,21.94,65.82
134,61,14,2,52.29,104.58
135,62,677,1,32.49,32.49
136,63,849,2,18.74,37.48
137,64,284,2,28.9,57.8
138,65,75,2,39.58,79.16
139,66,738,1,20.93,20.93
140,66,275,1,10.56,10.56
141,67,584,3,41.73,125.19
142,68,217,1,43.61,43.61
143,68,606,1,41.81,41.81
144,69,823,1,20.11,20.11
145,70,1000,1,26.08,26.08
146,71,509,1,42.78,42.78
147,71,99,1,35.67,35.67
148,71,140,1,17.44,17.44
149,71,747,1,14.54,14.54
150,72,970,1,27.7,27.7
151,72,636,1,17.49,17.49
152,73,536,1,12.16,12.16
153,73,486,1,11.45,11.45
154,74,818,1,25.02,25.02
155,75,692,1,49.56,49.56
156,75,783,1,14.57,14.57
157,75,29,1,40.3,40.3
158,76,243,1,10.4,10.4
159,76,861,1,59.95,59.95
160,77,646,1,52.35,52.35
161,77,789,1,44.88,44.88
162,78,805,1,29.4,29.4
163,78,593,1,42.91,42.91
164,78,653,1,14.82,14.82
165,79,863,1,37.35,37.35
166,80,290,1,18.03,18.03
167,81,729,1,37.19,37.19
168,81,52,1,16.28,16.28
169,82,682,2,12.87,25.74
170,83,608,3,34.22,102.66
171,83,461,2,14.1,28.2
172,84,356,1,27.06,27.06
173,84,437,1,20.91,20.91
174,85,362,1,33.26,33.26
175,85,323,1,56.02,56.02
176,86,279,1,21.95,21.95
177,86,579,1,21.3,21.3
178,87,651,1,38.71,38.71
179,88,229,1,25.38,25.38
180,88,329,1,31.85,31.85
181,88,211,1,46.82,46.82
182,89,166,1,55.99,55.99
183,90,307,1,15.06,15.06
184,91,939,1,10.64,10.64
185,91,538,1,17.97,17.97
186,92,289,1,51.51,51.51
187,93,772,3,34.32,102.96
188,93,269,2,48.87,97.74
189,93,896,1,12.86,12.86
190,93,923,1,33.78,33.78
191,93,965,1,58.75,58.75
192,94,951,1,44.91,44.91
193,94,618,2,59.98,119.96
194,95,265,1,44.74,44.74
195,95,283,1,40.36,40.36
196,95,593,1,42.91,42.91
197,95,462,1,21.82,21.82
198,96,717,1,10.02,10.02
199,96,575,1,40.32,40.32
200,96,176,1,41.06,41.06
201,97,741,3,33.92,101.76
202,97,958,1,29.87,29.87
203,97,224,1,12.96,12.96
204,98,991,1,29.82,29.82
205,99,118,2,49.46,98.92
206,99,882,1,35.01,35.01
207,99,491,1,53.63,53.63
208,100,804,1,31.69,31.69
209,100,423,1,58.87,58.87
210,101,11,1,13.99,13.99
211,102,391,1,48.39,48.39
212,102,952,1,37.46,37.46
213,102,66,1,20.59,20.59
214,103,110,1,54.35,54.35
215,103,140,2,17.44,34.88
216,103,798,1,31.45,31.45
217,103,118,1,49.46,49.46
218,104,195,1,41.62,41.62
219,104,339,1,34.2,34.2
220,105,441,2,35.92,71.84
221,105,995,3,43.38,130.14
222,106,370,1,21.21,21.21
223,107,398,1,21.15,21.15
224,108,50,1,18.78,18.78
225,108,907,2,39.51,79.02
226,109,687,2,26.58,53.16
227,110,469,1,25.06,25.06
228,111,20,1,45.17,45.17
229,111,309,2,27.09,54.18
230,111,238,1,44.48,44.48
231,112,34,3,36.89,110.67
232,112,566,3,48.51,145.53
233,112,811,1,12.47,12.47
234,113,597,1,45.56,45.56
235,113,983,2,39.24,78.48
236,114,449,1,36.94,36.94
237,114,911,3,57.82,173.46
238,114,293,1,26.79,26.79
239,114,66,2,20.59,41.18
240,114,477,1,44.21,44.21
241,115,168,1,26.12,26.12
242,115,166,1,55.99,55.99
243,115,835,1,44.07,44.07
244,115,573,1,56.59,56.59
245,116,137,1,24.12,24.12
246,117,17,1,23.88,23.88
247,118,899,1,57.42,57.42
248,119,480,1,10.29,10.29
249,120,374,1,26.8,26.8
250,120,956,2,24.96,49.92
251,120,836,1,10.79,10.79
252,121,834,1,51.07,51.07
253,122,216,1,24.7,24.7
254,122,58,3,56.41,169.23
255,123,265,1,44.74,44.74
256,123,836,1,10.79,10.79
257,124,812,1,33.26,33.26
258,124,135,1,52.72,52.72
259,124,48,3,14.27,42.81
260,124,131,2,21.04,42.08
261,125,981,2,38.0,76.0
262,125,168,1,26.12,26.12
263,125,678,2,27.8,55.6
264,126,852,1,51.48,51.48
265,126,266,1,52.79,52.79
266,127,708,1,41.93,41.93
267,127,508,1,16.62,16.62
268,128,188,1,42.98,42.98
269,128,948,1,42.4,42.4
270,128,271,1,47.82,47.82
271,128,52,2,16.28,32.56
272,129,152,1,37.6,37.6
273,129,348,3,39.72,119.16
274,130,822,1,42.38,42.38
275,130,979,1,56.76,56.76
276,131,261,3,45.58,136.74
277,132,643,1,46.42,46.42
278,132,193,2,29.0,58.0
279,133,87,1,48.41,48.41
280,134,526,1,13.22,13.22
281,134,43,1,47.61,47.61
282,135,686,2,21.94,43.88
283,135,939,2,10.64,21.28
284,136,497,2,37.33,74.66
285,136,299,3,14.75,44.25
286,136,711,1,23.21,23.21
287,136,37,1,18.02,18.02
288,137,326,2,47.27,94.54
289,138,146,3,43.54,130.62
290,139,571,1,18.32,18.32
291,140,154,1,41.82,41.82
292,140,148,1,37.34,37.34
293,140,116,1,29.14,29.14
294,140,385,1,56.51,56.51
295,141,758,1,44.29,44.29
296,141,754,1,43.45,43.45
297,141,2,3,53.74,161.22
298,141,709,1,42.8,42.8
299,142,861,1,59.95,59.95
300,143,824,1,56.7,56.7
301,143,171,1,29.06,29.06
302,144,74,2,41.83,83.66
303,144,627,1,16.96,16.96
304,144,785,1,21.57,21.57
305,145,187,1,57.36,57.36
306,145,407,1,20.46,20.46
307,145,438,3,33.95,101.85
308,146,464,3,31.19,93.57
309,147,368,1,11.88,11.88
310,148,358,2,37.55,75.1
311,148,556,1,18.77,18.77
312,148,86,1,15.44,15.44
313,148,146,1,43.54,43.54
314,149,74,1,41.83,41.83
315,150,326,1,47.27,47.27
316,151,685,2,58.63,117.26
317,152,638,2,58.81,117.62
318,153,344,1,48.35,48.35
319,153,680,1,50.44,50.44
320,154,110,1,54.35,54.35
321,155,873,1,20.79,20.79
322,155,872,2,22.11,44.22
323,156,871,1,49.31,49.31
324,157,304,1,30.03,30.03
325,157,524,2,49.67,99.34
326,158,557,3,46.85,140.55
327,158,428,1,16.68,16.68
328,158,549,1,24.8,24.8
329,158,512,2,33.17,66.34
330,159,551,1,31.58,31.58
331,160,690,2,55.65,111.3
332,160,1,1,51.77,51.77
333,160,44,3,23.11,69.33
334,161,251,1,13.82,13.82
335,161,852,1,51.48,51.48
336,162,892,1,16.78,16.78
337,163,446,2,34.06,68.12
338,164,626,1,32.42,32.42
339,165,198,1,37.72,37.72
340,166,168,1,26.12,26.12
341,167,498,3,25.55,76.65
342,168,458,1,38.89,38.89
343,168,158,1,17.24,17.24
344,168,846,3,38.62,115.86
345,168,779,1,24.72,24.72
346,169,204,2,37.8,75.6
347,169,114,1,36.72,36.72
348,170,22,1,37.32,37.32
349,170,756,1,13.03,13.03
350,171,202,2,19.43,38.86
351,172,894,1,11.75,11.75
352,172,99,1,35.67,35.67
353,173,908,1,15.4,15.4
354,174,364,1,39.43,39.43
355,175,631,2,35.63,71.26
356,175,176,2,41.06,82.12
357,175,676,1,14.74,14.74
358,176,168,2,26.12,52.24
359,176,843,3,51.22,153.66
360,176,469,2,25.06,50.12
361,177,212,2,18.46,36.92
362,177,904,1,41.32,41.32
363,177,894,2,11.75,23.5
364,177,514,1,20.9,20.9
365,177,625,2,16.33,32.66
366,178,345,1,16.73,16.73
367,179,254,1,35.35,35.35
368,179,445,3,35.79,107.37
369,180,680,1,50.44,50.44
370,181,157,1,55.02,55.02
371,181,102,1,29.17,29.17
372,181,690,3,55.65,166.95
373,182,615,2,22.54,45.08
374,182,746,1,47.8,47.8
375,183,21,1,12.84,12.84
376,183,416,1,19.53,19.53
377,183,976,1,40.44,40.44
378,183,918,1,12.34,12.34
379,184,651,2,38.71,77.42
380,185,254,1,35.35,35.35
381,185,789,1,44.88,44.88
382,185,77,1,25.02,25.02
383,186,712,1,21.14,21.14
384,186,114,1,36.72,36.72
385,186,361,1,26.2,26.2
386,186,994,1,34.65,34.65
387,187,753,1,57.48,57.48
388,187,692,2,49.56,99.12
389,188,713,2,56.07,112.14
390,188,977,1,45.24,45.24
391,189,97,1,40.11,40.11
392,189,142,1,27.37,27.37
393,190,280,1,38.39,38.39
394,191,908,2,15.4,30.8
395,191,140,1,17.44,17.44
396,191,594,1,24.73,24.73
397,192,605,1,45.51,45.51
398,192,312,1,51.75,51.75
399,193,567,1,19.02,19.02
400,193,801,1,40.17,40.17
401,194,633,1,52.41,52.41
402,194,872,1,22.11,22.11
403,195,623,2,36.55,73.1
404,196,296,1,29.65,29.65
405,196,860,3,36.17,108.51
406,197,550,1,59.45,59.45
407,197,828,1,19.69,19.69
408,197,547,2,39.67,79.34
409,198,812,1,33.26,33.26
410,199,176,1,41.06,41.06
411,200,470,1,12.55,12.55
412,201,63,2,42.96,85.92
413,201,19,1,51.33,51.33
414,202,227,1,45.95,45.95
415,203,338,1,58.14,58.14
416,203,495,1,25.37,25.37
417,203,313,1,54.07,54.07
418,204,567,1,19.02,19.02
419,204,356,3,27.06,81.18
420,204,426,1,44.05,44.05
421,204,887,1,31.04,31.04
422,204,243,1,10.4,10.4
423,205,738,1,20.93,20.93
424,205,400,1,47.67,47.67
425,205,779,2,24.72,49.44
426,206,992,3,37.26,111.78
427,207,786,1,12.91,12.91
428,207,579,1,21.3,21.3
429,208,515,1,20.9,20.9
430,208,780,2,46.45,92.9
431,209,166,2,55.99,111.98
432,209,425,2,28.03,56.06
433,210,438,1,33.95,33.95
434,210,382,1,41.46,41.46
435,210,910,1,30.95,30.95
436,211,610,3,11.48,34.44
437,212,978,3,34.96,104.88
438,212,433,1,54.81,54.81
439,212,573,3,56.59,169.77
440,213,807,1,55.46,55.46
441,213,797,1,14.16,14.16
442,214,490,1,13.2,13.2
443,214,141,1,33.14,33.14
444,215,9,1,22.6,22.6
445,216,302,2,58.79,117.58
446,216,451,1,43.02,43.02
447,217,296,1,29.65,29.65
448,218,448,1,39.36,39.36
449,219,321,1,22.13,22.13
450,219,7,1,33.34,33.34
451,220,224,2,12.96,25.92
452,220,105,2,33.97,67.94
453,220,171,1,29.06,29.06
454,221,675,3,48.75,146.25
455,221,190,3,49.43,148.29
456,222,243,1,10.4,10.4
457,222,946,1,42.12,42.12
458,222,798,1,31.45,31.45
459,223,559,1,10.27,10.27
460,223,750,1,12.3,12.3
461,224,333,1,32.01,32.01
462,225,144,1,36.0,36.0
463,225,730,1,12.25,12.25
464,225,880,3,56.58,169.74
465,226,460,1,39.67,39.67
466,226,69,3,58.11,174.33
467,227,265,1,44.74,44.74
468,227,459,1,58.33,58.33
469,228,366,1,56.54,56.54
470,228,791,1,28.54,28.54
471,229,595,1,55.91,55.91
472,230,923,1,33.78,33.78
473,231,548,1,55.02,55.02
474,231,32,1,31.05,31.05
475,232,71,2,40.76,81.52
476,232,705,1,58.09,58.09
477,232,206,1,27.43,27.43
478,232,246,1,17.43,17.43
479,233,911,2,57.82,115.64
480,233,180,1,30.25,30.25
481,234,487,1,19.22,19.22
482,234,202,2,19.43,38.86
483,235,321,1,22.13,22.13
484,235,186,1,19.15,19.15
485,235,126,1,28.13,28.13
486,236,495,2,25.37,50.74
487,236,832,1,54.89,54.89
488,236,826,1,28.85,28.85
489,237,193,2,29.0,58.0
490,237,300,1,47.02,47.02
491,237,286,2,38.85,77.7
492,238,607,3,25.15,75.45
493,238,829,3,28.88,86.64
494,238,408,1,56.27,56.27
495,238,603,2,38.77,77.54
496,239,910,1,30.95,30.95
497,239,386,1,40.83,40.83
498,240,600,1,44.58,44.58
499,240,810,1,11.87,11.87
500,241,492,1,44.48,44.48
501,241,234,1,32.61,32.61
502,242,168,1,26.12,26.12
503,242,98,1,53.9,53.9
504,242,722,1,55.55,55.55
505,243,302,1,58.79,58.79
506,244,469,1,25.06,25.06
507,244,597,1,45.56,45.56
508,245,728,1,35.66,35.66
509,246,863,1,37.35,37.35
510,246,607,1,25.15,25.15
511,246,53,2,31.12,62.24
512,247,919,2,36.25,72.5
513,247,679,2,26.77,53.54
514,248,655,3,28.23,84.69
515,248,624,1,23.32,23.32
516,249,769,3,44.84,134.52
517,249,595,1,55.91,55.91
518,249,542,1,29.93,29.93
519,249,307,1,15.06,15.06
520,250,779,1,24.72,24.72
521,250,895,3,20.02,60.06
522,251,654,1,16.81,16.81
523,251,31,1,17.66,17.66
524,251,215,1,12.51,12.51
525,252,625,2,16.33,32.66
526,252,504,1,49.03,49.03
527,253,24,1,25.27,25.27
528,253,756,2,13.03,26.06
529,253,815,2,22.2,44.4
530,253,633,1,52.41,52.41
531,254,591,1,11.05,11.05
532,254,49,1,44.18,44.18
533,255,227,2,45.95,91.9
534,255,843,1,51.22,51.22
535,256,22,2,37.32,74.64
536,256,773,3,22.1,66.3
537,257,130,1,43.3,43.3
538,258,590,1,57.74,57.74
539,259,546,1,57.84,57.84
540,259,129,1,21.87,21.87
541,259,874,1,27.41,27.41
542,259,588,1,15.08,15.08
543,259,486,2,11.45,22.9
544,260,336,2,17.03,34.06
545,260,847,2,25.4,50.8
546,260,548,2,55.02,110.04
547,261,139,1,12.61,12.61
548,262,352,3,13.33,39.99
549,263,144,1,36.0,36.0
550,263,937,1,14.4,14.4
551,263,451,1,43.02,43.02
552,264,248,2,40.67,81.34
553,265,558,3,15.79,47.37
554,265,330,3,46.23,138.69
555,266,299,1,14.75,14.75
556,266,462,1,21.82,21.82
557,267,246,1,17.43,17.43
558,267,599,1,56.0,56.0
559,267,500,2,35.96,71.92
560,268,403,3,27.18,81.54
561,269,933,1,36.29,36.29
562,269,246,1,17.43,17.43
563,269,483,2,43.64,87.28
564,270,5,3,54.23,162.69
565,270,352,1,13.33,13.33
566,271,837,2,42.72,85.44
567,272,639,3,10.0,30.0
568,272,714,1,14.41,14.41
569,272,473,1,45.05,45.05
570,272,982,1,28.8,28.8
571,273,383,3,20.1,60.3
572,274,2,1,53.74,53.74
573,274,139,1,12.61,12.61
574,275,433,3,54.81,164.43
575,275,138,1,42.15,42.15
576,276,278,1,11.83,11.83
577,277,949,1,58.35,58.35
578,277,23,2,30.52,61.04
579,277,590,1,57.74,57.74
580,278,940,1,14.76,14.76
581,278,676,3,14.74,44.22
582,278,881,3,36.83,110.49
583,279,879,3,10.66,31.98
584,279,285,1,37.61,37.61
585,280,360,2,46.29,92.58
586,280,115,2,17.08,34.16
587,280,877,2,38.02,76.04
588,281,273,2,23.57,47.14
589,282,983,2,39.24,78.48
590,282,574,2,20.96,41.92
591,282,123,2,56.76,113.52
592,283,36,3,33.29,99.87
593,283,208,1,36.5,36.5
594,283,313,2,54.07,108.14
595,284,482,1,55.65,55.65
596,285,240,1,54.04,54.04
597,286,850,1,54.86,54.86
598,286,258,2,13.92,27.84
599,287,358,1,37.55,37.55
600,287,198,1,37.72,37.72
601,287,525,1,28.77,28.77
602,287,846,1,38.62,38.62
603,288,171,3,29.06,87.18
604,289,884,2,14.08,28.16
605,289,891,1,54.81,54.81
606,289,239,2,37.4,74.8
607,290,275,2,10.56,21.12
608,291,507,2,35.67,71.34
609,291,707,1,32.74,32.74
610,291,606,1,41.81,41.81
611,292,246,1,17.43,17.43
612,292,861,1,59.95,59.95
613,292,565,1,46.58,46.58
614,292,659,1,46.08,46.08
615,292,78,1,51.04,51.04
616,293,477,1,44.21,44.21
617,293,29,2,40.3,80.6
618,294,262,3,11.89,35.67
619,294,887,1,31.04,31.04
620,295,508,2,16.62,33.24
621,296,853,2,15.28,30.56
622,297,547,2,39.67,79.34
623,298,539,1,52.6,52.6
624,299,153,1,10.97,10.97
625,299,560,1,15.42,15.42
626,300,33,2,23.82,47.64
627,300,609,1,16.23,16.23
628,300,344,2,48.35,96.7
629,301,370,1,21.21,21.21
630,302,620,1,15.52,15.52
631,302,321,1,22.13,22.13
632,303,577,1,58.55,58.55
633,303,989,1,41.24,41.24
634,303,13,1,17.46,17.46
635,303,27,2,22.5,45.0
636,303,818,1,25.02,25.02
637,304,210,1,15.48,15.48
638,305,484,1,28.41,28.41
639,305,906,1,51.96,51.96
640,305,78,1,51.04,51.04
641,306,945,2,25.83,51.66
642,307,508,1,16.62,16.62
643,307,114,2,36.72,73.44
644,307,584,3,41.73,125.19
645,308,314,1,55.35,55.35
646,308,251,3,13.82,41.46
647,309,301,3,28.82,86.46
648,309,878,1,22.06,22.06
649,309,806,1,57.83,57.83
650,310,351,1,21.8,21.8
651,311,751,3,49.47,148.41
652,312,844,1,21.28,21.28
653,313,24,1,25.27,25.27
654,313,214,1,50.54,50.54
655,314,134,1,59.64,59.64
656,315,308,1,46.47,46.47
657,315,738,3,20.93,62.79
658,316,368,1,11.88,11.88
659,316,599,1,56.0,56.0
660,316,554,1,17.8,17.8
661,317,979,3,56.76,170.28
662,318,415,2,20.88,41.76
663,318,776,2,49.51,99.02
664,319,811,3,12.47,37.41
665,319,900,1,53.47,53.47
666,320,61,1,38.16,38.16
667,320,930,1,54.43,54.43
668,321,768,1,53.49,53.49
669,322,503,1,36.05,36.05
670,322,299,1,14.75,14.75
671,323,414,1,21.36,21.36
672,324,641,1,58.59,58.59
673,324,131,1,21.04,21.04
674,324,854,1,39.24,39.24
675,324,203,1,49.46,49.46
676,324,805,1,29.4,29.4
677,325,588,3,15.08,45.24
678,326,152,2,37.6,75.2
679,326,732,1,36.8,36.8
680,327,703,1,50.66,50.66
681,327,962,1,55.66,55.66
682,327,761,3,22.96,68.88
683,328,3,1,50.1,50.1
684,328,63,1,42.96,42.96
685,328,22,1,37.32,37.32
686,329,465,1,53.64,53.64
687,329,246,1,17.43,17.43
688,329,608,1,34.22,34.22
689,329,114,2,36.72,73.44
690,329,627,3,16.96,50.88
691,330,3,1,50.1,50.1
692,330,24,2,25.27,50.54
693,331,643,1,46.42,46.42
694,331,156,1,44.28,44.28
695,331,841,1,46.83,46.83
696,332,968,2,25.89,51.78
697,332,792,2,19.07,38.14
698,332,592,1,28.58,28.58
699,333,345,3,16.73,50.19
700,333,308,3,46.47,139.41
701,333,557,3,46.85,140.55
702,334,42,1,26.41,26.41
703,334,52,1,16.28,16.28
704,335,122,2,42.95,85.9
705,336,99,1,35.67,35.67
706,337,569,1,49.98,49.98
707,337,662,1,49.45,49.45
708,337,379,1,20.55,20.55
709,338,267,2,35.43,70.86
710,339,781,1,52.33,52.33
711,340,385,1,56.51,56.51
712,340,967,1,39.39,39.39
713,341,415,1,20.88,20.88
714,342,564,1,19.27,19.27
715,343,553,1,37.34,37.34
716,343,933,1,36.29,36.29
717,343,94,1,46.91,46.91
718,344,786,3,12.91,38.73
719,344,296,1,29.65,29.65
720,345,513,1,20.12,20.12
721,345,909,1,53.82,53.82
722,346,809,1,34.98,34.98
723,346,935,3,12.29,36.87
724,347,228,1,22.08,22.08
725,347,353,1,38.73,38.73
726,347,466,1,36.39,36.39
727,347,18,2,37.59,75.18
728,347,9,3,22.6,67.8
729,348,429,3,55.91,167.73
730,349,355,2,11.53,23.06
731,349,579,1,21.3,21.3
732,349,19,2,51.33,102.66
733,349,294,1,16.28,16.28
734,349,682,1,12.87,12.87
735,350,25,1,34.53,34.53
736,350,56,1,19.09,19.09
737,351,741,2,33.92,67.84
738,352,948,1,42.4,42.4
739,352,643,1,46.42,46.42
740,353,970,1,27.7,27.7
741,353,546,2,57.84,115.68
742,353,733,1,45.43,45.43
743,353,384,1,56.86,56.86
744,354,994,1,34.65,34.65
745,354,897,2,31.58,63.16
746,354,313,3,54.07,162.21
747,355,846,3,38.62,115.86
748,356,8,1,17.93,17.93
749,357,866,1,51.32,51.32
750,358,86,1,15.44,15.44
751,358,503,1,36.05,36.05
752,358,420,1,49.71,49.71
753,358,548,1,55.02,55.02
754,358,174,2,36.94,73.88
755,359,522,2,11.38,22.76
756,359,402,3,16.89,50.67
757,359,868,3,27.35,82.05
758,359,429,2,55.91,111.82
759,359,721,3,23.05,69.15
760,360,637,2,34.13,68.26
761,360,901,1,11.64,11.64
762,360,453,2,41.39,82.78
763,360,906,1,51.96,51.96
764,360,419,1,24.57,24.57
765,361,593,1,42.91,42.91
766,361,62,1,54.11,54.11
767,361,655,1,28.23,28.23
768,362,580,1,56.88,56.88
769,363,321,2,22.13,44.26
770,364,430,2,24.57,49.14
771,365,155,1,36.95,36.95
772,365,89,2,14.07,28.14
773,365,345,1,16.73,16.73
774,365,810,2,11.87,23.74
775,366,177,3,14.19,42.57
776,366,18,1,37.59,37.59
777,367,91,1,33.37,33.37
778,367,785,1,21.57,21.57
779,368,83,1,18.97,18.97
780,368,544,1,52.4,52.4
781,369,694,1,17.73,17.73
782,370,742,1,55.55,55.55
783,370,67,1,37.13,37.13
784,370,541,1,48.19,48.19
785,371,793,1,43.55,43.55
786,372,187,1,57.36,57.36
787,372,94,1,46.91,46.91
788,372,165,2,27.55,55.1
789,372,835,1,44.07,44.07
790,372,900,2,53.47,106.94
791,373,412,1,20.5,20.5
792,374,103,2,54.63,109.26
793,374,731,2,29.7,59.4
794,375,64,3,23.89,71.67
795,376,848,1,43.87,43.87
796,376,607,3,25.15,75.45
797,377,34,1,36.89,36.89
798,377,961,3,32.36,97.08
799,377,14,1,52.29,52.29
800,378,509,1,42.78,42.78
801,378,766,1,16.26,16.26
802,378,102,1,29.17,29.17
803,379,646,2,52.35,104.7
804,380,632,2,58.0,116.0
805,380,770,1,53.71,53.71
806,380,53,1,31.12,31.12
807,381,537,2,20.89,41.78
808,381,337,3,48.8,146.4
809,382,349,2,14.58,29.16
810,382,229,1,25.38,25.38
811,382,346,3,56.48,169.44
812,382,543,1,44.34,44.34
813,382,170,1,23.99,23.99
814,383,141,2,33.14,66.28
815,384,969,1,28.34,28.34
816,384,426,1,44.05,44.05
817,385,855,1,17.81,17.81
818,385,159,1,23.15,23.15
819,386,124,1,16.64,16.64
820,386,549,1,24.8,24.8
821,387,574,3,20.96,62.88
822,387,885,1,31.22,31.22
823,387,109,1,21.96,21.96
824,387,922,1,54.12,54.12
825,388,994,1,34.65,34.65
826,388,513,1,20.12,20.12
827,389,787,1,50.11,50.11
828,390,845,1,15.36,15.36
829,391,782,1,30.6,30.6
830,391,392,2,27.26,54.52
831,392,399,1,13.71,13.71
832,392,821,1,44.97,44.97
833,393,252,3,25.85,77.55
834,393,592,3,28.58,85.74
835,393,871,1,49.31,49.31
836,394,119,2,37.92,75.84
837,395,5,3,54.23,162.69
838,395,492,1,44.48,44.48
839,396,265,2,44.74,89.48
840,396,915,1,36.52,36.52
841,397,635,1,20.75,20.75
842,397,552,1,43.27,43.27
843,397,887,1,31.04,31.04
844,398,11,1,13.99,13.99
845,399,829,2,28.88,57.76
846,399,77,1,25.02,25.02
847,400,934,1,27.89,27.89
848,401,732,1,36.8,36.8
849,401,564,1,19.27,19.27
850,401,398,2,21.15,42.3
851,402,239,1,37.4,37.4
852,402,318,1,36.58,36.58
853,402,564,2,19.27,38.54
854,402,93,2,14.02,28.04
855,403,788,1,41.67,41.67
856,403,160,2,41.25,82.5
857,404,253,1,48.78,48.78
858,405,789,1,44.88,44.88
859,406,101,1,57.36,57.36
860,407,101,1,57.36,57.36
861,407,350,1,55.51,55.51
862,408,473,2,45.05,90.1
863,408,165,1,27.55,27.55
864,408,233,1,25.91,25.91
865,409,379,1,20.55,20.55
866,409,791,1,28.54,28.54
867,409,287,1,53.95,53.95
868,410,472,1,40.72,40.72
869,411,270,1,46.78,46.78
870,411,773,1,22.1,22.1
871,412,222,1,19.6,19.6
